App Name,Publisher,Link,Full Description,Shared Data,Collected Data,Security Practices
AskYourPDF - ChatPDF AI,Ask Your PDF,https://play.google.com/store/apps/details?id=com.askyourpdf.asking,Supercharge your document interaction with AI.,,"Device or other IDs, App activity, Files and docs, Personal info","Data is encrypted in transit, You can request that data be deleted"
Book Summary - SummaRise,Highapp Limited,https://play.google.com/store/apps/details?id=uk.co.highapp.booksummary.aistoryteller,"Read, listen, and highlight the summaries of the books. Boost your self-growth.","App activity, App info and performance, Device or other IDs","App activity, App info and performance, Device or other IDs",Data is encrypted in transit
Sum Up AI Notification Summary,Gustavo's Apps,https://play.google.com/store/apps/details?id=com.gustavoas.sumup,Notifications summed up,,,
R10s: AI Summary Generator,Riafy Technologies,https://play.google.com/store/apps/details?id=ai.text.summarizer.summary.analysis,Experience the future of text summary and analysis with AI text summarizer app,"App activity, Device or other IDs, App info and performance, Personal info","App activity, Device or other IDs, App info and performance, Personal info","Data is encrypted in transit, Data can’t be deleted"
"Vaia: Study, Notes Flashcards",Vaia,https://play.google.com/store/apps/details?id=com.studysmarter,"Study-App. AI flashcards, guides, planner. Exam Revision Homework School help","App activity, Personal info, Device or other IDs","Files and docs, App info and performance, App activity, Personal info, Photos and videos, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Course Hero: AI Homework Help,Course Hero,https://play.google.com/store/apps/details?id=com.coursehero.coursehero,Get expert guidance for your toughest subject,"App info and performance, Device or other IDs, App activity","App info and performance, Photos and videos, Device or other IDs, Personal info, App activity, Files and docs","Data is encrypted in transit, You can request that data be deleted"
TutorEva: Campus AI Study Help,HIGGZ ACADEMIA TECHNOLOGY PTE LTD,https://play.google.com/store/apps/details?id=com.xizhi_ai.xizhi_higgz,Snap & Solve Any College Subject · Advanced Calculus Solutions & Beyond,"Personal info, Location, App info and performance, App activity, Files and docs, Device or other IDs, Web browsing, Messages, Financial info",,"Data is encrypted in transit, You can request that data be deleted"
Chegg Study - Homework Helper,"Chegg, Inc.",https://play.google.com/store/apps/details?id=com.chegg,"Study with Chegg - help with homework, exam preparation, question scanner","Device or other IDs, App activity","App info and performance, Photos and videos, Location, Device or other IDs, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
AI Questions Generator,Hypatia Tech,https://play.google.com/store/apps/details?id=tech.hypatia.OpExamsQuestionsGenerator,AI Powered Question Generator,,"Personal info, App activity, Device or other IDs, App info and performance","Data is encrypted in transit, Data can’t be deleted"
Plusfinity - Study Better,Plusfinity AI,https://play.google.com/store/apps/details?id=com.infinitix.plusfinity,"Boost your GPA, All subjects. Snap any problem & get step-by-step explanations.",,"App info and performance, Photos and videos, Device or other IDs","Data is encrypted in transit, Data can’t be deleted"
Feynman AI: Study & Memorize,CrazyAI,https://play.google.com/store/apps/details?id=com.learning.feynmanai,"Learn, quiz & memorize any knowledge with Feynman AI’s real-time feedback guide.",Device or other IDs,"Photos and videos, Personal info","Data isn’t encrypted, You can request that data be deleted"
Studdy: AI Homework Helper,Studdy,https://play.google.com/store/apps/details?id=ai.studdy.app.android,"Solve Anything: Math, Science, Physics, Chemistry | A Scanner, Solver, and Tutor","Device or other IDs, App activity, App info and performance","Device or other IDs, App activity, App info and performance, Photos and videos, Personal info, Financial info","Data is encrypted in transit, You can request that data be deleted"
Sizzle - Learn Anything,Sizzle AI,https://play.google.com/store/apps/details?id=ai.szl.mobileapp,"Practice for tests, get HW help & learn any topic fast for school, work or fun.",,"Device or other IDs, App info and performance, Financial info, Personal info, Photos and videos, App activity","Data is encrypted in transit, You can request that data be deleted"
Knowt - AI Flashcards & Notes,Knowt,https://play.google.com/store/apps/details?id=com.knowt.app,"AI-Powered Flashcards, Notes and Videos",,,"Data is encrypted in transit, You can request that data be deleted"
ZuAI: Ace your AP Exams,ZuAI,https://play.google.com/store/apps/details?id=in.zupay.app,Achieve Perfect A+ with ZuAI: Your Ultimate AP Study Companion!,Device or other IDs,"App activity, Personal info, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Quizard AI - Homework Helper,Quizard AI,https://play.google.com/store/apps/details?id=com.aihomework,"Instant math problem solver, scan your homework & let AI answer your questions",,Device or other IDs,"Data isn’t encrypted, Data can’t be deleted"
AI Study Flashcards: Voovo,Voovo Hungary,https://play.google.com/store/apps/details?id=com.voovo.app,Memorize Notes & Learn Faster,,"Photos and videos, Financial info, Audio, Device or other IDs, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
Brainly: AI Homework Helper,Brainly,https://play.google.com/store/apps/details?id=co.brainly,Quick Math Helper & Science Solutions | Get Homework Answers for School Doubts,"App info and performance, App activity, Device or other IDs, Financial info, Personal info","Messages, App info and performance, App activity, Device or other IDs, Location, Financial info, Personal info, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Photomath,Google LLC,https://play.google.com/store/apps/details?id=com.microblink.photomath,"Learn math, step-by-step","Device or other IDs, App activity, Personal info, Photos and videos","Device or other IDs, App info and performance, App activity, Financial info, Location, Personal info, Photos and videos","Data is encrypted in transit, You can request that data be deleted, Committed to follow the Play Families Policy"
Mathway: Scan & Solve Problems,"Chegg, Inc.",https://play.google.com/store/apps/details?id=com.bagatrix.mathway.android,Mathway helps you solve your most difficult math homework problems,,"Photos and videos, Personal info, Financial info, Location, Device or other IDs, App activity, App info and performance, Messages","Data is encrypted in transit, You can request that data be deleted"
Symbolab: AI Math Solver,Symbolab,https://play.google.com/store/apps/details?id=com.devsense.symbolab,Confidently tackle your math problems with tailored step-by-step solutions!,Device or other IDs,"Personal info, Device or other IDs, App info and performance, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Bartleby: Q&A Homework-Helper,Bartleby,https://play.google.com/store/apps/details?id=com.bartleby.learn,School Homework Answers & Math Solver | English Homework Helper & Answer Scanner,Personal info,"Financial info, Files and docs, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
GradeUp: Homework Scanner,PIXELCELL PTE. LIMITED,https://play.google.com/store/apps/details?id=com.homework.helper,"Scan homework, remove handwriting,create question notebook, export to pdf; print","Device or other IDs, App activity, Personal info, App info and performance, Financial info","Device or other IDs, App activity, Photos and videos, Personal info, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
AI Tutor - Math Homework Help,Trusted Android App,https://play.google.com/store/apps/details?id=com.math.writing.homework.ai,"AI math helper: scan, solve, and learn. Perfect for students.","Location, Device or other IDs, App info and performance, App activity","Location, Device or other IDs, App info and performance, App activity",Data is encrypted in transit
Teacher.AI Tutors & Study Help,Dev12br - Fun and Entertainment,https://play.google.com/store/apps/details?id=com.teacher_ai_app,"Study with experts, solve math problems, and learn new skills. Download now!","App info and performance, Device or other IDs, Personal info",Personal info,"Data is encrypted in transit, You can request that data be deleted"
Tutor Lily: AI Language Tutor,Tutor Lily Inc.,https://play.google.com/store/apps/details?id=com.tutorlily.app,"Become Fluent, and Speak Confidently in 40+ Languages",,"Personal info, App activity, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Tutor AI - math solver,PII MOBILE LIMITED,https://play.google.com/store/apps/details?id=com.piimobile.ai.mathai,Snap a pic and get instant answer with clear explanation,"App activity, App info and performance","Personal info, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted, Committed to follow the Play Families Policy"
Speak & Learn English: Learna,Codeway Dijital,https://play.google.com/store/apps/details?id=com.codeway.aitutor,"Speak, Learn & Practice English with AI Tutor. Pronunciation & Grammar Training",,"App info and performance, Device or other IDs, Photos and videos, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
Voices: Voice Changer AI,Fiedler Tech LLC,https://play.google.com/store/apps/details?id=com.leonfiedler.voiceai,Celebrity AI Voice Changer | Funny Voice Pranks & Jokes | AI Speech Generator,,"App info and performance, Device or other IDs, Personal info, App activity","Data is encrypted in transit, Data can’t be deleted"
AI Voice Changer & Dubbing,stringcode ou,https://play.google.com/store/apps/details?id=com.stringcode.speechlab,"Celebrity voices and high-quality Text to Speech, powered by ElevenLabs and GPT.",,,"Data is encrypted in transit, You can request that data be deleted"
Dubbing AI - AI Voice Changer,Dubbing AI,https://play.google.com/store/apps/details?id=com.gerzz.dubbingai,The ultimate AI voice generator with 500+ voices,,"Financial info, Personal info, Location","Data is encrypted in transit, You can request that data be deleted"
Carbon Voice: AI Voice Memos,"Phonon X, Inc",https://play.google.com/store/apps/details?id=com.phononx.carbonvoice,"Capture, refine, & share. Collaborate on ideas with AI voice-to-text.",,"Messages, Location, Files and docs, Device or other IDs, App activity, Photos and videos, Audio, Personal info, App info and performance, Contacts","Data is encrypted in transit, You can request that data be deleted"
